curve_type,sample_id,x,density
posterior_predictive,pp_001,28.719035262464807,9.650997680053008e-05
posterior_predictive,pp_001,28.994088387720474,0.00010163213445036369
posterior_predictive,pp_001,29.26914151297614,0.00010965807597008958
posterior_predictive,pp_001,29.544194638231808,0.00012081904453844946
posterior_predictive,pp_001,29.819247763487475,0.0001351991800607082
posterior_predictive,pp_001,30.094300888743142,0.0001527466891529882
posterior_predictive,pp_001,30.36935401399881,0.00017329498237228437
posterior_predictive,pp_001,30.644407139254476,0.0001965890369096007
posterior_predictive,pp_001,30.919460264510143,0.00022231192295104523
posterior_predictive,pp_001,31.19451338976581,0.0002501070716173138
posterior_predictive,pp_001,31.469566515021477,0.00027959333905784155
posterior_predictive,pp_001,31.744619640277143,0.00031037193645711735
posterior_predictive,pp_001,32.01967276553281,0.0003420264298972427
posterior_predictive,pp_001,32.29472589078848,0.00037411881559359456
posterior_predictive,pp_001,32.569779016044144,0.00040618576275701547
posterior_predictive,pp_001,32.84483214129981,0.00043773926169877607
posterior_predictive,pp_001,33.11988526655548,0.00046827509505640024
posterior_predictive,pp_001,33.394938391811145,0.0004972909408273692
posterior_predictive,pp_001,33.66999151706681,0.000524313843123139
posterior_predictive,pp_001,33.94504464232248,0.000548934649539812
posterior_predictive,pp_001,34.220097767578146,0.0005708452046497299
posterior_predictive,pp_001,34.49515089283381,0.0005898729261301412
posterior_predictive,pp_001,34.77020401808948,0.0006060070785231987
posterior_predictive,pp_001,35.04525714334515,0.0006194116743463054
posterior_predictive,pp_001,35.320310268600814,0.0006304214179511892
posterior_predictive,pp_001,35.59536339385648,0.0006395192882032455
posterior_predictive,pp_001,35.87041651911215,0.0006472969504373926
posterior_predictive,pp_001,36.145469644367815,0.000654401833019009
posterior_predictive,pp_001,36.42052276962348,0.0006614769903139789
posterior_predictive,pp_001,36.69557589487915,0.0006691013998973269
posterior_predictive,pp_001,36.970629020134815,0.0006777387787839056
posterior_predictive,pp_001,37.24568214539048,0.0006877021676344512
posterior_predictive,pp_001,37.52073527064614,0.0006991394453609818
posterior_predictive,pp_001,37.79578839590181,0.0007120418590173215
posterior_predictive,pp_001,38.070841521157476,0.0007262740686751825
posterior_predictive,pp_001,38.34589464641314,0.0007416207524190602
posterior_predictive,pp_001,38.62094777166881,0.0007578421661186404
posterior_predictive,pp_001,38.89600089692448,0.0007747297644561279
posterior_predictive,pp_001,39.171054022180144,0.0007921533605700538
posterior_predictive,pp_001,39.44610714743581,0.0008100932679294706
posterior_predictive,pp_001,39.72116027269148,0.0008286539912435663
posterior_predictive,pp_001,39.996213397947145,0.0008480595885245743
posterior_predictive,pp_001,40.27126652320281,0.0008686339807461846
posterior_predictive,pp_001,40.54631964845848,0.0008907715204921692
posterior_predictive,pp_001,40.821372773714145,0.0009149036450848763
posterior_predictive,pp_001,41.09642589896981,0.0009414664638978843
posterior_predictive,pp_001,41.37147902422548,0.0009708721143210596
posterior_predictive,pp_001,41.646532149481146,0.001003484393453121
posterior_predictive,pp_001,41.92158527473681,0.001039597308064717
posterior_predictive,pp_001,42.19663839999248,0.0010794143645085745
posterior_predictive,pp_001,42.47169152524815,0.0011230268541221307
posterior_predictive,pp_001,42.746744650503814,0.0011703908672873666
posterior_predictive,pp_001,43.02179777575948,0.0012213047428982517
posterior_predictive,pp_001,43.29685090101515,0.0012753904351322505
posterior_predictive,pp_001,43.571904026270815,0.0013320832428367585
posterior_predictive,pp_001,43.84695715152648,0.001390634154072262
posterior_predictive,pp_001,44.12201027678215,0.001450127721360667
posterior_predictive,pp_001,44.397063402037816,0.0015095162357743985
posterior_predictive,pp_001,44.67211652729348,0.0015676685317257786
